year,sys,fis,per,class,ad,co,ba,no,pv,in,ve,cc,cp,cm,value
2022,6,1,12,Empresa,0,7900,7900,8120,0,0,6450,4520,4520,0,39410
2022,6,1,12,Empresa,0,7900,7900,8120,0,0,0,4520,4520,6450,39410
2022,6,2,12,Empresa,0,7900,7900,8120,0,0,6450,4520,4520,0,39410
2022,6,1,12,Empresa,0,7900,7900,8120,0,4520,6450,4520,0,0,39410
2022,6,2,12,Empresa,0,7900,7900,8120,0,0,6450,4520,4520,0,39410
2022,6,1,12,Empresa,0,7900,0,8120,7900,4520,6450,4520,0,0,39410
2022,6,1,12,Empresa,0,7900,7900,8120,0,4520,6450,4520,0,0,39410
2022,6,1,12,Empresa,0,7900,7900,8120,0,0,6450,4520,4520,0,39410
2022,6,1,12,Empresa,0,7900,7900,8120,0,0,6450,4520,4520,0,39410
2022,6,1,12,Empresa,0,7900,7900,8120,0,0,6450,4520,4520,0,39410
2022,6,1,12,Empresa,0,7900,7900,8120,0,4520,6450,4520,0,0,39410
2022,6,1,12,Empresa,0,7900,7900,8120,0,0,6450,4520,4520,0,39410
2021,6,1,12,Empresa,0,7900,7900,8120,0,0,6450,4520,4520,0,39410
2022,6,1,12,Empresa,0,7900,7900,8120,0,0,6450,4520,4520,0,39410
2022,6,1,12,Empresa,0,7900,7900,8120,0,0,6450,4520,4520,0,39410
2022,6,1,12,Empresa,0,7900,7900,8120,0,0,6450,4520,4520,0,39410
2021,6,1,12,Empresa,0,7900,7900,8120,0,4520,0,0,4520,6450,39410
2022,6,1,12,Empresa,0,7900,7900,8120,0,0,6450,4520,4520,0,39410
2022,6,1,12,Empresa,0,7900,7900,8120,0,0,6450,4520,4520,0,39410
2022,6,1,12,Empresa,0,7900,7900,8120,0,4520,6450,0,4520,0,39410
2020,6,1,12,Empresa,0,7900,7900,8120,0,4520,6450,4520,0,0,39410
2022,6,1,12,Empresa,0,7900,7900,8120,0,0,6450,4520,4520,0,39410
2022,6,1,12,Empresa,0,7900,7900,8120,0,0,6450,4520,4520,0,39410
2022,6,1,12,Empresa,0,7900,7900,8120,0,0,6450,4520,4520,0,39410
2022,6,1,12,Empresa,0,7900,7900,8120,0,0,6450,4520,4520,0,39410
2022,6,1,12,Empresa,0,7900,7900,8120,0,0,6450,4520,4520,0,39410
2022,6,1,12,Empresa,0,7900,7900,8120,0,0,6450,4520,4520,0,39410
2022,6,1,12,Empresa,0,7900,7900,8120,0,4520,0,0,4520,6450,39410
2021,6,1,12,Empresa,0,7900,7900,8120,0,4520,0,0,4520,6450,39410
2022,6,1,12,Empresa,0,7900,7900,8120,0,0,6450,4520,4520,0,39410
2022,6,1,12,Empresa,0,7900,7900,8120,0,0,6450,4520,4520,0,39410
2022,8,1,11,Empresa,0,6130,0,0,10700,4520,3550,2850,2850,3550,34150
2022,7,1,13,AS,4500,0,0,0,7900,2850,7920,4520,0,6450,34140
2022,6,1,14,Empresa,0,0,0,0,16340,2850,10860,2850,2850,3550,39300
2022,7,2,11,Empresa,0,14030,7900,0,0,2850,6450,4520,0,3550,39300
2022,5,1,13,Empresa,0,7900,7900,8120,0,0,10860,4520,0,0,39300
2022,5,2,13,Empresa,0,7900,7900,8120,0,0,10860,4520,0,0,39300
2022,5,1,12,Empresa,0,6130,0,6340,16340,5970,0,4520,0,0,39300
2022,6,1,15,Empresa,0,0,0,0,0,4520,10860,4520,4520,6450,30870
2022,9,2,14,Empresa,0,0,0,0,0,4520,10000,7370,7370,10000,39260
2022,9,2,14,Empresa,0,0,0,0,0,7370,10000,7370,4520,10000,39260
2022,6,1,13,Empresa,0,0,7900,0,7900,4520,7920,4520,0,6450,39210
2021,6,2,13,Empresa,0,0,0,0,20860,9040,6450,2850,0,0,39200
2022,3,1,12,Cajero,0,0,0,0,32800,2850,0,0,0,3550,39200
2022,6,2,13,Empresa,0,0,0,0,20860,7370,6450,4520,0,0,39200
2022,3,1,12,Cajero,0,0,0,0,32800,2850,0,0,0,3550,39200
2022,3,1,12,Cajero,0,0,0,0,32800,2850,0,0,0,3550,39200
2022,6,1,13,Empresa,0,7900,7900,0,0,0,6450,4520,5970,6450,39190
2022,3,3,12,Contador,0,39160,0,0,0,0,0,0,0,0,39160
2022,2,2,11,NA,0,0,0,6340,32800,0,0,0,0,0,39140
2022,5,1,15,Empresa,0,0,0,0,16340,4520,0,2850,4520,10860,39090
2022,9,2,11,Empresa,0,6130,0,6340,0,4520,10000,5700,2850,3550,39090
2022,9,2,12,Empresa,0,0,0,0,12420,7370,3550,2850,2850,10000,39040
2022,10,4,10,Empresa,0,6130,0,6340,4520,2850,10650,8550,0,0,39040
2022,7,1,12,Empresa,0,0,0,6340,7900,4520,6450,4520,2850,6450,39030
2022,6,1,15,Empresa,0,0,0,8120,0,4520,10860,4520,4520,6450,38990
2022,6,1,15,Empresa,0,0,0,8120,0,4520,10860,4520,4520,6450,38990
2022,6,1,15,Empresa,0,0,0,8120,0,4520,10860,4520,4520,6450,38990
2021,6,1,15,Empresa,0,0,0,8120,0,4520,10860,4520,4520,6450,38990
2022,6,1,15,Empresa,0,0,0,8120,0,4520,10860,4520,4520,6450,38990
2022,6,1,15,Empresa,0,0,0,8120,0,4520,10860,4520,4520,6450,38990
2022,6,1,15,Empresa,0,0,0,8120,0,4520,10860,4520,4520,6450,38990
2022,6,1,15,Empresa,0,0,0,8120,0,4520,6450,4520,4520,10860,38990
2022,6,2,13,Empresa,0,0,0,0,24240,7370,0,7370,0,0,38980
2021,5,1,16,Empresa,0,0,0,8120,0,9000,10860,4520,0,6450,38950
2022,5,1,16,Empresa,0,0,0,8120,0,4520,10860,9000,0,6450,38950
2022,7,2,12,Empresa,0,6130,0,6340,0,4520,6450,4520,4520,6450,38930
2022,7,1,12,Empresa,0,0,6130,6340,0,4520,6450,4520,4520,6450,38930
2022,8,1,10,Empresa,0,7900,6130,6340,0,2850,6450,2850,2850,3550,38920
2022,8,1,10,Empresa,0,6130,7900,6340,0,2850,6450,2850,2850,3550,38920
2022,8,1,10,Empresa,0,7900,6130,6340,0,2850,3550,2850,2850,6450,38920
2021,8,1,10,Empresa,0,7900,6130,6340,0,2850,3550,2850,2850,6450,38920
2022,8,1,10,Empresa,0,7900,6130,6340,0,2850,6450,2850,2850,3550,38920
2022,7,2,11,Empresa,0,7900,0,8120,7900,2850,0,2850,2850,6450,38920
2022,7,2,12,Empresa,0,0,0,0,15800,7370,0,2850,0,12900,38920
2022,8,1,11,Empresa,0,7900,6130,0,0,2850,6450,2850,2850,3550,32580
2022,7,2,13,Empresa,0,0,0,0,12420,4520,6450,4520,4520,6450,38880
2022,5,1,16,Empresa,0,0,0,8120,0,0,10860,4520,4520,10860,38880
2021,5,1,16,Empresa,0,0,0,8120,0,4520,10860,4520,0,10860,38880
2022,5,1,16,Empresa,0,0,0,8120,0,4520,10860,4520,0,10860,38880
2020,7,2,10,Empresa,0,6130,6130,6340,0,0,6450,4520,2850,6450,38870
2022,7,1,14,AS,4500,0,0,0,7900,4520,6450,4520,4520,6450,38860
2022,6,1,15,Empresa,0,0,0,0,7900,9000,6450,4520,4520,6450,38840
2022,8,1,10,Empresa,0,6130,6130,6340,0,4520,6450,2850,2850,3550,38820
2021,8,1,10,Empresa,0,6130,6130,6340,0,4520,6450,2850,2850,3550,38820
2022,8,1,10,Empresa,0,6130,6130,6340,0,4520,6450,2850,2850,3550,38820
2022,8,1,10,Empresa,0,6130,6130,6340,0,4520,6450,2850,2850,3550,38820
2022,8,1,10,Empresa,0,0,6130,6340,10700,2850,3550,2850,2850,3550,38820
2022,8,1,10,Empresa,0,6130,6130,6340,0,4520,6450,2850,2850,3550,38820
2022,6,1,15,Empresa,0,0,0,0,7900,4520,10860,4520,4520,6450,38770
2022,9,1,9,Empresa,0,6130,6130,6340,4520,2850,3550,2850,2850,3550,38770
2022,9,1,9,Empresa,0,6130,6130,6340,4520,2850,3550,2850,2850,3550,38770
2022,6,1,15,Empresa,0,0,0,0,7900,4520,10860,4520,4520,6450,38770
2021,6,1,15,Empresa,0,7900,0,0,0,4520,10860,4520,4520,6450,38770
2022,9,1,9,Empresa,0,6130,6130,6340,4520,2850,3550,2850,2850,3550,38770
2021,6,1,15,Empresa,0,0,0,0,7900,4520,10860,4520,4520,6450,38770
2022,6,1,15,Empresa,0,0,0,0,7900,4520,10860,4520,4520,6450,38770
2022,6,1,15,Empresa,0,7900,0,0,0,4520,10860,4520,4520,6450,38770
2020,6,1,15,Empresa,0,7900,0,0,0,4520,10860,4520,4520,6450,38770
2022,6,1,15,Empresa,0,0,7900,0,0,4520,10860,4520,4520,6450,38770
2022,6,1,15,Empresa,0,0,0,0,7900,4520,10860,4520,4520,6450,38770
2022,6,1,15,Empresa,0,7900,0,0,0,4520,10860,4520,4520,6450,38770
2022,6,2,16,Empresa,0,0,0,0,0,4520,17310,5970,4520,6450,38770
2022,6,1,15,Empresa,0,0,0,0,7900,4520,10860,4520,4520,6450,38770
2022,6,1,15,Empresa,0,0,7900,0,0,4520,10860,4520,4520,6450,38770
2022,6,1,15,Empresa,0,0,0,0,7900,4520,10860,4520,4520,6450,38770
2022,9,1,9,Empresa,0,6130,6130,6340,4520,2850,3550,2850,2850,3550,38770
2021,6,1,15,Empresa,0,7900,0,0,0,4520,10860,4520,4520,6450,38770
2022,9,1,9,Empresa,0,6130,6130,6340,4520,2850,3550,2850,2850,3550,38770
2022,6,1,15,Empresa,0,7900,0,0,0,4520,10860,4520,4520,6450,38770
2021,9,1,9,Empresa,0,6130,6130,6340,4520,2850,3550,2850,2850,3550,38770
2022,9,1,9,Empresa,0,6130,6130,6340,4520,2850,3550,2850,2850,3550,38770
2022,6,1,15,Empresa,0,0,0,0,7900,4520,10860,4520,4520,6450,38770
2022,6,1,15,Empresa,0,0,0,0,7900,4520,10860,4520,4520,6450,38770
2022,6,1,15,Empresa,0,0,0,0,7900,4520,10860,4520,4520,6450,38770
2021,6,1,15,Empresa,0,7900,0,0,0,4520,10860,4520,4520,6450,38770
2022,9,1,9,Empresa,0,6130,6130,6340,4520,2850,3550,2850,2850,3550,38770
2022,6,1,15,Empresa,0,0,7900,0,0,4520,10860,4520,4520,6450,38770
2021,6,1,13,Empresa,0,7900,0,6340,0,0,10860,4520,2850,0,32470
2021,6,1,15,Empresa,0,7900,0,0,0,4520,10860,4520,4520,6450,38770
2022,9,1,9,Empresa,0,6130,6130,6340,4520,2850,3550,2850,2850,3550,38770
2022,6,1,15,Empresa,0,7900,0,0,0,4520,10860,4520,4520,6450,38770
2022,9,1,9,Empresa,0,6130,6130,6340,4520,2850,3550,2850,2850,3550,38770
2022,6,2,16,Empresa,0,0,0,0,0,5970,17310,9040,0,6450,38770
2021,11,4,11,Empresa,0,0,0,0,18080,11400,0,5700,0,3550,38730
2021,5,1,16,Empresa,0,0,0,0,7900,9000,10860,4520,0,6450,38730
2022,5,1,16,Empresa,0,0,0,0,7900,9000,10860,4520,0,6450,38730
2022,8,4,8,Empresa,0,0,24520,0,0,0,14200,0,0,0,38720
2022,5,1,16,Empresa,0,0,7900,0,0,0,10860,4520,4520,10860,38660
2022,5,2,12,Empresa,0,19570,0,8120,0,0,6450,4520,0,0,38660
2022,6,1,14,Empresa,0,0,0,0,10700,4520,7920,4520,4520,6450,38630
2022,6,1,14,Empresa,0,0,0,0,10700,4520,7920,4520,4520,6450,38630
2022,6,1,14,Empresa,0,0,0,0,10700,4520,7920,4520,4520,6450,38630
2022,6,1,13,Empresa,0,0,7900,0,10700,4520,0,4520,4520,6450,38610
2022,6,1,14,Empresa,0,0,0,0,10700,4520,6450,5970,4520,6450,38610
2022,8,1,10,Empresa,0,6130,6130,0,10700,2850,3550,2850,2850,3550,38610
2022,7,1,11,Empresa,0,6130,0,6340,10700,4520,0,4520,2850,3550,38610
2021,8,1,9,Empresa,0,6130,6130,6340,7900,2850,0,2850,2850,3550,38600
2022,6,1,15,Empresa,0,7900,0,0,0,4520,10860,4520,2850,7920,38570
2022,3,1,13,Contador,0,26900,0,8120,0,0,3550,0,0,0,38570
2022,8,4,9,Empresa,0,6130,6130,6340,9040,7370,3550,0,0,0,38560
2022,5,1,14,Empresa,0,13440,0,8120,0,4520,7920,4520,0,0,38520
2022,7,2,15,Empresa,0,0,0,0,0,4520,17310,7370,2850,6450,38500
2022,5,1,13,Empresa,0,13440,7900,8120,0,0,0,4520,4520,0,38500
2022,5,1,13,Empresa,0,13440,7900,8120,0,0,0,4520,4520,0,38500
2022,9,5,13,AS,9000,0,0,0,18080,11400,0,0,0,0,38480
2022,5,3,13,Empresa,0,12260,0,6340,0,0,10860,9000,0,0,38460
2022,6,1,15,Empresa,0,0,6130,0,0,5970,10860,4520,4520,6450,38450
2022,4,2,12,NA,0,0,0,0,32680,0,0,5700,0,0,38380
2022,4,2,12,Cajero,0,0,0,0,32680,5700,0,0,0,0,38380
2022,4,2,12,Cajero,0,0,0,0,32680,5700,0,0,0,0,38380
2022,6,2,13,Empresa,0,6130,0,0,10700,5970,0,4520,4520,6450,38290
2022,5,1,13,Empresa,0,0,0,0,16340,4520,6450,4520,0,6450,38280
2022,4,1,14,Contador,0,13440,0,13870,0,0,6450,4520,0,0,38280
2022,4,1,14,Contador,0,13440,0,13870,0,0,6450,4520,0,0,38280
2022,4,1,14,Contador,0,13440,0,13870,0,0,6450,4520,0,0,38280
2022,5,1,13,Empresa,0,0,0,0,16340,4520,6450,4520,0,6450,38280
2022,4,1,14,Contador,0,13440,0,13870,0,0,6450,4520,0,0,38280
2021,5,1,13,Empresa,0,0,0,0,16340,4520,6450,4520,0,6450,38280
2021,5,1,13,Empresa,0,0,0,0,16340,4520,6450,4520,0,6450,38280
2022,4,1,14,Contador,0,13440,0,13870,0,0,6450,4520,0,0,38280
2022,4,1,14,Contador,0,13440,0,13870,0,0,6450,4520,0,0,38280
2022,4,1,14,Contador,0,13440,0,13870,0,0,6450,4520,0,0,38280
2020,5,1,13,Empresa,0,0,0,0,16340,4520,6450,0,4520,6450,38280
2020,4,1,14,Contador,0,13440,0,13870,0,0,6450,4520,0,0,38280
2022,5,1,14,Empresa,0,13440,7900,0,0,4520,0,0,5970,6450,38280
2022,4,1,14,Contador,0,13440,0,13870,0,0,6450,4520,0,0,38280
2022,5,1,13,Empresa,0,0,0,0,16340,4520,6450,4520,0,6450,38280
2022,5,1,13,Empresa,0,0,0,0,16340,4520,6450,0,4520,6450,38280
2022,5,1,13,Empresa,0,0,0,0,16340,4520,6450,4520,0,6450,38280
2022,4,1,14,Contador,0,13440,0,13870,0,0,6450,4520,0,0,38280
2022,5,1,15,Empresa,0,0,0,0,0,2850,24500,4520,2850,3550,38270
2022,5,1,15,Empresa,0,0,0,0,0,4520,24500,2850,2850,3550,38270
2020,6,2,13,Empresa,0,0,0,0,16340,7370,0,0,4520,10000,38230
2022,6,2,12,Empresa,0,0,0,0,20860,4520,3550,2850,0,6450,38230
2022,6,1,13,Empresa,0,0,0,0,16340,2850,3550,4520,4520,6450,38230
2022,6,2,13,Empresa,0,0,0,0,16340,4520,3550,7370,0,6450,38230
2022,6,1,13,Empresa,0,0,0,0,16340,4520,3550,4520,2850,6450,38230
2022,7,2,11,Empresa,0,0,0,0,12420,7370,10000,0,0,0,29790
2022,5,1,12,Empresa,0,0,0,6340,16340,4520,0,4520,0,6450,38170
2022,5,2,12,Empresa,0,0,0,6340,16340,4520,6450,4520,0,0,38170
2022,3,1,15,Contador,0,13440,0,13870,0,0,10860,0,0,0,38170
2022,6,1,11,Empresa,0,6130,0,0,16340,2850,3550,2850,0,6450,38170
2022,3,1,15,Contador,0,13440,0,13870,0,0,10860,0,0,0,38170
2022,8,2,13,Empresa,0,0,0,0,9040,7370,7920,4520,2850,6450,38150
2022,5,1,13,Empresa,0,0,0,0,16340,4520,0,0,4520,6450,31830
2022,5,1,13,Empresa,0,0,0,0,16340,4520,0,4520,0,6450,31830
2022,7,1,12,Empresa,0,6130,6130,0,0,2850,10860,2850,2850,6450,38120
2022,5,2,13,Empresa,0,0,0,0,16340,4520,7920,2850,0,6450,38080
2022,4,1,14,Cajero,0,9750,0,0,16340,5970,0,5970,0,0,38030
2022,11,4,11,Empresa,0,0,0,0,18080,11400,0,8550,0,0,38030
2022,3,1,22,NA,0,0,0,0,0,4520,24500,9000,0,0,38020
2022,8,3,8,Empresa,0,0,0,19020,9040,0,7100,2850,0,0,38010
2021,7,1,13,Empresa,0,0,0,0,0,4520,6450,4520,4520,6450,26460
2021,6,1,12,Empresa,0,0,0,8120,7900,4520,6450,4520,0,6450,37960
2020,6,1,12,Empresa,0,7900,0,8120,0,4520,6450,4520,0,6450,37960
2022,6,1,12,Empresa,0,7900,0,8120,0,4520,6450,4520,0,6450,37960
2022,6,1,12,Empresa,0,7900,0,8120,0,4520,6450,4520,0,6450,37960
2022,6,1,12,Empresa,0,7900,0,8120,0,4520,6450,4520,0,6450,37960
2021,6,1,12,Empresa,0,7900,0,8120,0,4520,6450,4520,0,6450,37960
2022,6,1,12,Empresa,0,7900,0,8120,0,0,6450,4520,4520,6450,37960
2022,6,1,12,Empresa,0,0,7900,8120,0,0,6450,4520,4520,6450,37960
2022,6,1,12,Empresa,0,0,7900,8120,0,0,6450,4520,4520,6450,37960
2022,6,1,12,Empresa,0,7900,0,8120,0,4520,6450,4520,0,6450,37960
2021,8,4,11,Empresa,0,0,0,0,24840,13070,0,0,0,0,37910
2022,5,2,13,Empresa,0,7900,0,8120,0,0,17310,4520,0,0,37850
2022,4,1,14,Contador,0,13440,13440,0,0,0,6450,4520,0,0,37850
2022,6,1,10,Empresa,0,6130,6130,0,16340,2850,0,0,2850,3550,37850
2022,5,1,13,Empresa,0,0,0,8120,7900,4520,10860,0,0,6450,37850
2022,5,1,14,Empresa,0,0,0,0,16340,4520,0,4520,4520,7920,37820
2020,4,1,17,Contador,0,13440,0,0,0,9000,0,0,4520,10860,37820
2022,7,3,12,Empresa,0,7900,0,6340,0,4520,6450,4520,4520,3550,37800
2021,5,3,12,Empresa,0,0,0,0,28760,9040,0,0,0,0,37800
2022,5,1,14,Empresa,0,0,0,0,16340,4520,0,5970,4520,6450,37800
2020,9,2,9,Empresa,0,6130,6130,6340,0,0,3550,2850,5700,7100,37800
2022,4,1,12,Contador,0,13440,9750,8120,0,0,6450,0,0,0,37760
2022,11,3,11,Empresa,0,0,0,0,13560,8550,7100,8550,0,0,37760
2020,5,1,11,Empresa,0,7900,6130,0,16340,2850,0,4520,0,0,37740
2022,6,1,10,Empresa,0,7900,7900,8120,4520,0,6450,2850,0,0,37740
2022,6,1,12,Empresa,0,7900,0,0,7900,4520,6450,4520,0,6450,37740
2022,6,1,11,Empresa,0,7900,7900,8120,0,0,6450,4520,2850,0,37740
2022,7,2,10,Empresa,0,6130,0,6340,7900,4520,6450,2850,0,3550,37740
2021,6,1,12,Empresa,0,7900,7900,0,0,0,6450,4520,4520,6450,37740
2022,6,1,12,Empresa,0,7900,0,0,7900,4520,6450,4520,0,6450,37740
2021,6,1,11,Empresa,0,7900,7900,8120,0,0,6450,2850,4520,0,37740
2022,6,1,12,Empresa,0,7900,0,0,7900,4520,6450,4520,0,6450,37740
2021,6,1,12,Empresa,0,7900,7900,0,0,0,6450,4520,4520,6450,37740
2022,5,1,11,Empresa,0,7900,6130,0,16340,0,0,4520,2850,0,37740
2022,6,1,12,Empresa,0,0,7900,0,7900,4520,6450,4520,0,6450,37740
2022,6,1,12,Empresa,0,7900,7900,0,0,0,6450,4520,4520,6450,37740
2022,6,1,11,Empresa,0,7900,7900,8120,0,0,6450,2850,4520,0,37740
2021,6,1,11,Empresa,0,7900,7900,8120,0,0,6450,2850,4520,0,37740
2022,6,1,12,Empresa,0,7900,7900,0,0,0,6450,4520,4520,6450,37740
2022,8,2,8,Empresa,0,12260,0,12680,0,0,7100,5700,0,0,37740
2022,6,1,11,Empresa,0,7900,7900,8120,0,4520,6450,2850,0,0,37740
2022,6,2,12,Empresa,0,0,0,0,15800,9040,0,0,0,12900,37740
2022,6,2,12,Empresa,0,0,0,0,15800,9040,0,0,0,12900,37740
2021,6,1,11,Empresa,0,7900,7900,8120,0,4520,6450,2850,0,0,37740
2020,6,1,12,Empresa,0,7900,7900,0,0,0,6450,4520,4520,6450,37740
2022,6,1,12,Empresa,0,7900,7900,0,0,0,6450,4520,4520,6450,37740
2022,5,1,14,Empresa,0,9750,0,8120,0,5970,7920,5970,0,0,37730
2022,7,2,13,Empresa,0,7900,0,0,0,4520,11470,4520,2850,6450,37710
2020,7,1,11,Empresa,0,6130,0,0,7900,4520,6450,2850,0,3550,31400
2022,12,6,12,Empresa,0,0,0,0,0,5700,17750,14250,0,0,37700
2022,6,1,13,Empresa,0,7900,0,6340,0,4520,10860,4520,0,3550,37690
2022,5,1,11,Empresa,0,7900,0,8120,10700,4520,6450,0,0,0,37690
2022,5,2,11,Empresa,0,13440,7900,6340,0,0,3550,0,0,6450,37680
2022,6,1,12,Empresa,0,0,0,6340,7900,4520,6450,4520,0,7920,37650
2022,6,1,12,Empresa,0,0,0,0,7900,4520,6450,0,4520,6450,29840
2022,6,1,11,Empresa,0,7900,6130,8120,0,0,6450,4520,4520,0,37640
2022,9,3,11,Empresa,0,0,0,0,16940,8550,0,2850,2850,6450,37640
2022,6,1,11,Empresa,0,6130,7900,8120,0,4520,6450,4520,0,0,37640
2021,8,2,12,Empresa,0,0,0,0,15800,9040,0,5700,0,7100,37640
2022,6,1,11,Empresa,0,7900,7900,6340,0,0,0,4520,4520,6450,37630
2022,6,2,11,Empresa,0,7900,7900,6340,0,0,6450,4520,4520,0,37630
2022,6,1,11,Empresa,0,7900,0,6340,7900,4520,0,4520,0,6450,37630
2022,6,1,16,Empresa,0,0,0,0,0,2850,3550,2850,9000,10860,29110
2022,10,3,11,Empresa,0,0,0,0,16940,8550,0,5700,2850,3550,37590
2022,6,2,9,Empresa,0,14030,6130,8120,0,0,6450,2850,0,0,37580
2022,5,1,12,Empresa,0,13440,7900,8120,0,0,0,0,4520,3550,37530
2021,6,2,12,Empresa,0,0,0,0,20860,7370,0,2850,0,6450,37530
2022,5,1,12,Empresa,0,7900,6130,8120,0,0,10860,4520,0,0,37530
2022,5,2,12,Empresa,0,7900,0,6340,7900,0,10860,4520,0,0,37520
2022,11,3,11,Empresa,0,0,0,0,9040,8550,10650,2850,2850,3550,37490
2022,8,4,13,Empresa,0,0,0,0,13560,0,10860,13070,0,0,37490
2022,7,3,11,Empresa,0,0,0,0,25380,5700,0,2850,0,3550,37480
2022,8,2,14,Empresa,0,0,0,0,0,7370,14410,2850,2850,10000,37480
2020,8,1,10,Empresa,0,6130,6130,0,7900,2850,3550,4520,2850,3550,37480
2022,6,1,12,Empresa,0,0,6130,0,7900,4520,7920,4520,0,6450,37440
2021,9,3,12,Empresa,0,0,0,0,16940,10220,0,10220,0,0,37380
2020,2,2,16,NA,0,0,0,0,37320,0,0,0,0,0,37320
2022,2,1,12,Cajero,0,0,0,0,32800,4520,0,0,0,0,37320
2022,2,1,12,Cajero,0,0,0,0,32800,4520,0,0,0,0,37320
2021,2,1,12,Cajero,0,0,0,0,32800,4520,0,0,0,0,37320
2022,2,1,12,Cajero,0,0,0,0,32800,4520,0,0,0,0,37320
2022,2,1,12,NA,0,0,0,0,32800,0,0,4520,0,0,37320
2021,2,1,12,Cajero,0,0,0,0,32800,4520,0,0,0,0,37320
2022,5,1,12,Empresa,0,13440,0,8120,0,0,6450,2850,0,6450,37310
2022,6,1,14,Empresa,0,0,0,0,7900,4520,7920,4520,4520,7920,37300
2022,6,1,13,Empresa,0,7900,0,0,4520,5970,6450,4520,0,7920,37280
2022,6,1,14,Empresa,0,7900,0,0,0,4520,7920,5970,4520,6450,37280
2022,5,2,13,Empresa,0,13440,0,13870,0,0,7100,2850,0,0,37260
2020,6,3,12,Empresa,0,0,0,0,23700,13560,0,0,0,0,37260
2022,5,1,13,Empresa,0,7900,0,13870,0,4520,6450,4520,0,0,37260
2020,6,3,12,Empresa,0,0,0,0,23700,13560,0,0,0,0,37260
2022,10,2,10,Empresa,0,6130,0,0,9040,5700,3550,2850,2850,7100,37220
2022,6,1,14,Empresa,0,0,0,6340,0,4520,10860,4520,4520,6450,37210
2021,6,1,14,Empresa,0,0,0,6340,0,4520,10860,4520,4520,6450,37210
2020,3,2,12,Cajero,0,0,0,0,32680,4520,0,0,0,0,37200
2022,7,1,9,Empresa,0,6130,6130,6340,0,0,6450,2850,2850,6450,37200
2022,7,1,12,Empresa,0,0,6130,0,7900,5970,7920,2850,2850,3550,37170
2020,6,1,15,Empresa,0,0,0,0,0,4520,10860,4520,4520,6450,30870
2022,8,2,12,Empresa,0,0,0,0,12420,7370,10000,7370,0,0,37160
2022,6,1,13,Empresa,0,0,0,0,10700,4520,6450,4520,4520,6450,37160
2022,6,1,13,Empresa,0,0,0,0,10700,4520,6450,4520,4520,6450,37160
2020,6,1,13,Empresa,0,0,0,0,10700,4520,6450,4520,4520,6450,37160
2021,6,1,13,Empresa,0,0,0,0,10700,4520,6450,4520,4520,6450,37160
2022,8,2,12,Empresa,0,0,0,0,12420,7370,0,7370,0,10000,37160
2022,6,1,13,Empresa,0,0,0,0,10700,4520,6450,4520,4520,6450,37160
2022,6,1,13,Empresa,0,0,0,0,10700,4520,6450,4520,4520,6450,37160
2021,8,1,9,Empresa,0,6130,6130,6340,0,2850,3550,2850,2850,6450,37150
2022,8,1,9,Empresa,0,6130,6130,6340,0,2850,6450,2850,2850,3550,37150
2022,7,1,11,Empresa,0,7900,6130,0,0,4520,6450,2850,2850,6450,37150
2022,4,1,14,NA,0,0,0,13870,7900,0,10860,4520,0,0,37150
2022,8,1,9,Empresa,0,6130,6130,6340,0,2850,6450,2850,2850,3550,37150
2022,8,1,9,Empresa,0,6130,6130,6340,0,2850,6450,2850,2850,3550,37150
2022,8,1,9,Empresa,0,6130,6130,6340,0,2850,6450,2850,2850,3550,37150
2022,8,1,9,Empresa,0,6130,6130,6340,0,2850,6450,2850,2850,3550,37150
2022,8,2,12,Empresa,0,0,6130,0,0,7370,14370,2850,2850,3550,37120
2022,6,2,15,Empresa,0,0,0,6340,0,9000,14410,7370,0,0,37120
2022,6,1,11,Empresa,0,7900,6130,6340,0,0,7920,5970,2850,0,37110
2022,8,2,11,Empresa,0,0,0,0,18600,5700,3550,5700,0,3550,37100
2022,6,2,14,Empresa,0,0,7900,0,0,4520,10860,4520,2850,6450,37100
2022,8,2,11,Empresa,0,0,0,0,18600,5700,0,5700,0,7100,37100
2022,5,1,15,Empresa,0,0,0,6340,0,0,10860,4520,4520,10860,37100
2022,10,2,12,Empresa,0,0,0,0,0,5700,12900,5700,5700,7100,37100
2020,9,2,9,Empresa,0,6130,6130,6340,0,5700,3550,2850,2850,3550,37100
2022,7,2,12,AS,4500,0,0,0,15220,7370,0,0,0,10000,37090
2022,5,1,13,Empresa,0,13440,0,8120,0,0,6450,4520,4520,0,37050
2021,5,1,13,Empresa,0,13440,0,8120,0,0,6450,4520,4520,0,37050
2022,5,1,13,Empresa,0,13440,0,8120,0,4520,6450,4520,0,0,37050
2022,5,1,13,Empresa,0,13440,0,8120,0,0,6450,4520,4520,0,37050
2022,5,1,13,Empresa,0,13440,0,8120,0,0,6450,4520,4520,0,37050
2021,5,1,13,Empresa,0,13440,0,8120,0,0,6450,4520,4520,0,37050
2021,6,2,11,Empresa,0,0,0,0,24240,5700,0,0,0,7100,37040
2022,6,2,11,Empresa,0,0,0,0,24240,5700,0,0,0,7100,37040
2022,8,1,9,Empresa,0,6130,6130,6340,0,2850,3550,2850,2850,0,30700
2022,6,1,14,Empresa,0,6130,0,0,0,4520,10860,4520,4520,6450,37000
2022,6,1,14,Empresa,0,6130,0,0,0,4520,10860,4520,4520,6450,37000
